Epoch,Step,Data Loss,,Loss
0,0,128.2647705078125,,128.2647705078125
0,1,117.91015625,,117.91015625
0,2,69.2667465209961,,69.2667465209961
0,3,52.68890380859375,,52.68890380859375
0,4,43.90467834472656,,43.90467834472656
0,5,36.50242233276367,,36.50242233276367
0,6,30.31157875061035,,30.31157875061035
0,7,26.629438400268555,,26.629438400268555
0,8,22.942916870117188,,22.942916870117188
0,9,20.94809913635254,,20.94809913635254
0,10,16.419767379760742,,16.419767379760742
0,11,15.448841094970703,,15.448841094970703
0,12,13.060782432556152,,13.060782432556152
0,13,12.950547218322754,,12.950547218322754
0,14,11.350881576538086,,11.350881576538086
0,15,11.419988632202148,,11.419988632202148
0,16,10.08048152923584,,10.08048152923584
0,17,11.181686401367188,,11.181686401367188
0,18,9.815733909606934,,9.815733909606934
0,19,11.108597755432129,,11.108597755432129
0,20,9.288529396057129,,9.288529396057129
0,21,10.254105567932129,,10.254105567932129
0,22,9.688035011291504,,9.688035011291504
0,23,9.588251113891602,,9.588251113891602
0,24,12.201139450073242,,12.201139450073242
0,25,7.708488464355469,,7.708488464355469
0,26,8.5338716506958,,8.5338716506958
0,27,9.70484733581543,,9.70484733581543
0,28,8.647285461425781,,8.647285461425781
0,29,7.360904216766357,,7.360904216766357
0,30,8.099908828735352,,8.099908828735352
0,31,8.336237907409668,,8.336237907409668
0,32,7.396657943725586,,7.396657943725586
0,33,7.841947555541992,,7.841947555541992
0,34,7.411412239074707,,7.411412239074707
0,35,6.343961238861084,,6.343961238861084
0,36,6.152801513671875,,6.152801513671875
0,37,5.8320393562316895,,5.8320393562316895
0,38,6.483363628387451,,6.483363628387451
0,39,6.391531467437744,,6.391531467437744
0,40,5.6856818199157715,,5.6856818199157715
0,41,6.120370864868164,,6.120370864868164
0,42,5.8362531661987305,,5.8362531661987305
0,43,5.379375457763672,,5.379375457763672
0,44,5.412295341491699,,5.412295341491699
0,45,5.081916809082031,,5.081916809082031
0,46,5.317296028137207,,5.317296028137207
0,47,5.070042133331299,,5.070042133331299
0,48,4.592954635620117,,4.592954635620117
0,49,5.105892658233643,,5.105892658233643
0,50,4.254711151123047,,4.254711151123047
0,51,4.5403971672058105,,4.5403971672058105
0,52,4.0513739585876465,,4.0513739585876465
0,53,3.8249049186706543,,3.8249049186706543
0,54,4.403536319732666,,4.403536319732666
0,55,4.24862813949585,,4.24862813949585
0,56,4.277367115020752,,4.277367115020752
0,57,3.8582823276519775,,3.8582823276519775
0,58,4.053841590881348,,4.053841590881348
0,59,3.918447732925415,,3.918447732925415
0,60,4.201324462890625,,4.201324462890625
0,61,4.204801559448242,,4.204801559448242
0,62,5.422649383544922,,5.422649383544922
0,63,9.485304832458496,,9.485304832458496
0,64,3.7925384044647217,,3.7925384044647217
0,65,4.284791469573975,,4.284791469573975
0,66,5.187959671020508,,5.187959671020508
0,67,3.896433115005493,,3.896433115005493
0,68,3.761091709136963,,3.761091709136963
0,69,3.9727301597595215,,3.9727301597595215
0,70,3.9844233989715576,,3.9844233989715576
0,71,3.9047908782958984,,3.9047908782958984
0,72,4.305601596832275,,4.305601596832275
0,73,3.9114797115325928,,3.9114797115325928
0,74,3.842118263244629,,3.842118263244629
0,75,4.035450458526611,,4.035450458526611
0,76,4.443077087402344,,4.443077087402344
0,77,3.936119794845581,,3.936119794845581
0,78,4.169997692108154,,4.169997692108154
0,79,4.308191299438477,,4.308191299438477
0,80,5.24124002456665,,5.24124002456665
0,81,4.125871181488037,,4.125871181488037
0,82,3.7582340240478516,,3.7582340240478516
0,83,4.260944366455078,,4.260944366455078
0,84,3.260861396789551,,3.260861396789551
0,85,3.435512065887451,,3.435512065887451
0,86,3.3702809810638428,,3.3702809810638428
0,87,2.966236114501953,,2.966236114501953
0,88,2.7866568565368652,,2.7866568565368652
0,89,3.1521358489990234,,3.1521358489990234
0,90,3.412814140319824,,3.412814140319824
0,91,2.7600245475769043,,2.7600245475769043
0,92,7.628315448760986,,7.628315448760986
0,93,3.19783878326416,,3.19783878326416
0,94,2.522752046585083,,2.522752046585083
0,95,2.337815999984741,,2.337815999984741
0,96,2.433255434036255,,2.433255434036255
0,97,2.5307905673980713,,2.5307905673980713
0,98,2.4026341438293457,,2.4026341438293457
0,99,2.3689472675323486,,2.3689472675323486
0,100,2.045044183731079,,2.045044183731079
0,101,1.9566906690597534,,1.9566906690597534
0,102,2.2763452529907227,,2.2763452529907227
0,103,2.091721296310425,,2.091721296310425
0,104,2.807405471801758,,2.807405471801758
0,105,1.8253836631774902,,1.8253836631774902
0,106,2.3238401412963867,,2.3238401412963867
0,107,1.938403606414795,,1.938403606414795
0,108,1.8890944719314575,,1.8890944719314575
0,109,2.5811920166015625,,2.5811920166015625
0,110,1.5022449493408203,,1.5022449493408203
0,111,2.1554667949676514,,2.1554667949676514
0,112,1.8320742845535278,,1.8320742845535278
0,113,1.6417009830474854,,1.6417009830474854
0,114,1.5587754249572754,,1.5587754249572754
0,115,1.5875358581542969,,1.5875358581542969
0,116,2.7729249000549316,,2.7729249000549316
0,117,1.3938792943954468,,1.3938792943954468
0,118,1.4472620487213135,,1.4472620487213135
0,119,1.3737317323684692,,1.3737317323684692
0,120,1.3668081760406494,,1.3668081760406494
0,121,1.3645120859146118,,1.3645120859146118
0,122,1.3076773881912231,,1.3076773881912231
0,123,1.1300625801086426,,1.1300625801086426
0,124,1.594167947769165,,1.594167947769165
0,125,1.3634650707244873,,1.3634650707244873
0,126,1.2995266914367676,,1.2995266914367676
0,127,1.4684627056121826,,1.4684627056121826
0,128,1.0873795747756958,,1.0873795747756958
0,129,1.223858118057251,,1.223858118057251
0,130,1.4229382276535034,,1.4229382276535034
0,131,1.0406880378723145,,1.0406880378723145
0,132,1.0355651378631592,,1.0355651378631592
0,133,1.135943055152893,,1.135943055152893
0,134,1.108378529548645,,1.108378529548645
0,135,1.0893518924713135,,1.0893518924713135
0,136,1.2125173807144165,,1.2125173807144165
0,137,1.187842607498169,,1.187842607498169
0,138,1.028069019317627,,1.028069019317627
0,139,0.9280407428741455,,0.9280407428741455
0,140,0.9042490124702454,,0.9042490124702454
0,141,0.8830875754356384,,0.8830875754356384
0,142,2.703721046447754,,2.703721046447754
0,143,0.9134225845336914,,0.9134225845336914
0,144,2.0552515983581543,,2.0552515983581543
0,145,1.254288673400879,,1.254288673400879
0,146,1.2794080972671509,,1.2794080972671509
0,147,1.107303500175476,,1.107303500175476
0,148,29.84064483642578,,29.84064483642578
0,149,1.129583716392517,,1.129583716392517
0,150,0.8766909241676331,,0.8766909241676331
0,151,1.0484799146652222,,1.0484799146652222
0,152,1.0639901161193848,,1.0639901161193848
0,153,0.8930151462554932,,0.8930151462554932
0,154,0.9392861127853394,,0.9392861127853394
0,155,2.5861051082611084,,2.5861051082611084
0,156,0.7009477019309998,,0.7009477019309998
0,157,0.7303131818771362,,0.7303131818771362
0,158,0.6703953742980957,,0.6703953742980957
0,159,0.8012503385543823,,0.8012503385543823
0,160,0.7174667716026306,,0.7174667716026306
0,161,0.6932051181793213,,0.6932051181793213
0,162,0.6512104272842407,,0.6512104272842407
0,163,0.6482584476470947,,0.6482584476470947
0,164,9.185368537902832,,9.185368537902832
0,165,0.6204044222831726,,0.6204044222831726
0,166,0.5698579549789429,,0.5698579549789429
0,167,0.5588123202323914,,0.5588123202323914
0,168,0.5586311221122742,,0.5586311221122742
0,169,0.46180444955825806,,0.46180444955825806
0,170,0.8292641639709473,,0.8292641639709473
0,171,0.574970006942749,,0.574970006942749
0,172,0.5140389800071716,,0.5140389800071716
0,173,0.5745970010757446,,0.5745970010757446
0,174,0.7056365013122559,,0.7056365013122559
0,175,0.4499436318874359,,0.4499436318874359
0,176,0.7981551885604858,,0.7981551885604858
0,177,6.276072025299072,,6.276072025299072
0,178,0.5786371231079102,,0.5786371231079102
0,179,0.5234767198562622,,0.5234767198562622
0,180,0.4259878695011139,,0.4259878695011139
0,181,0.3972701132297516,,0.3972701132297516
0,182,0.6207603216171265,,0.6207603216171265
0,183,0.8225361108779907,,0.8225361108779907
0,184,0.5410795211791992,,0.5410795211791992
