Epoch,Step,Data Loss,Physics Loss,Loss
0,0,0.3726344108581543,7905000.0,3952500.25
0,1,0.34742969274520874,4840841.5,2420421.0
0,2,0.3446694016456604,4203610.5,2101805.5
0,3,0.32282817363739014,3203249.25,1601624.75
0,4,0.22684870660305023,2711535.75,1355768.0
0,5,0.3087655305862427,2378549.5,1189274.875
0,6,0.1946815699338913,1291386.5,645693.375
0,7,0.10289862751960754,1006577.375,503288.75
0,8,0.6590421199798584,975828.125,487914.40625
0,9,0.07487203180789948,475896.5,237948.28125
0,10,0.08166971057653427,835216.375,417608.21875
0,11,0.09248989075422287,102664.921875,51332.5078125
0,12,0.21083742380142212,62961.046875,31480.62890625
0,13,0.7052546739578247,502903.25,251451.984375
0,14,0.0686693787574768,44059.78515625,22029.927734375
0,15,0.13659217953681946,389116.84375,194558.484375
0,16,0.5714088678359985,587907.1875,293953.875
0,17,0.16281618177890778,498817.03125,249408.59375
0,18,0.04111818969249725,32439.037109375,16219.5390625
0,19,0.1275589019060135,445872.03125,222936.078125
0,20,0.1474330723285675,19482.51171875,9741.3291015625
0,21,1.0684829950332642,14014.0693359375,7007.56884765625
0,22,0.1862500011920929,16326.5849609375,8163.3857421875
0,23,0.04471954330801964,479495.6875,239747.859375
0,24,0.03347965329885483,23105.958984375,11552.99609375
0,25,0.034249477088451385,18106.90625,9053.470703125
0,26,0.03231131285429001,33480.99609375,16740.513671875
0,27,0.033526282757520676,262367.75,131183.890625
0,28,0.07166959345340729,21277.59375,10638.8330078125
0,29,0.06292075663805008,21463.205078125,10731.6337890625
0,30,0.06220711022615433,434076.0625,217038.0625
0,31,0.062062427401542664,396301.5,198150.78125
0,32,0.027940455824136734,22282.783203125,11141.4052734375
0,33,0.1645628958940506,150854.5,75427.3359375
0,34,0.24117721617221832,136479.8125,68240.0234375
0,35,0.13431310653686523,393870.0,196935.0625
0,36,0.06965462118387222,106346.53125,53173.30078125
0,37,0.26370081305503845,142011.4375,71005.8515625
0,38,0.049824703484773636,14670.2578125,7335.15380859375
0,39,1.008693814277649,10839.9228515625,5420.4658203125
0,40,0.09814193844795227,327627.03125,163813.5625
0,41,1.2112261056900024,387298.8125,193650.015625
0,42,0.42308589816093445,13526.7744140625,6763.5986328125
0,43,0.09646791964769363,295823.0,147911.546875
0,44,0.33195504546165466,334236.3125,167118.328125
0,45,0.3913441300392151,9886.5732421875,4943.482421875
0,46,0.08624390512704849,38530.44140625,19265.263671875
0,47,0.470858633518219,362460.1875,181230.328125
0,48,4.578465938568115,293837.53125,146921.0625
0,49,0.1721486747264862,105205.578125,52602.875
0,50,4.001217365264893,258673.234375,129338.6171875
0,51,0.35503193736076355,74297.8515625,37149.1015625
0,52,1.1751035451889038,71423.125,35712.1484375
0,53,0.2991877794265747,96728.0703125,48364.18359375
0,54,0.45439261198043823,27754.041015625,13877.248046875
0,55,0.35312914848327637,17879.98828125,8940.1708984375
