Epoch,Step,Data Loss,,Loss
0,0,378.2866516113281,,378.2866516113281
0,1,182.3049774169922,,182.3049774169922
0,2,137.05311584472656,,137.05311584472656
0,3,121.39173889160156,,121.39173889160156
0,4,89.67496490478516,,89.67496490478516
0,5,69.87124633789062,,69.87124633789062
0,6,57.20148849487305,,57.20148849487305
0,7,48.8679313659668,,48.8679313659668
0,8,43.059844970703125,,43.059844970703125
0,9,37.28133010864258,,37.28133010864258
0,10,33.86539077758789,,33.86539077758789
0,11,30.720144271850586,,30.720144271850586
0,12,28.190433502197266,,28.190433502197266
0,13,27.245506286621094,,27.245506286621094
0,14,24.55281639099121,,24.55281639099121
0,15,25.00929832458496,,25.00929832458496
0,16,24.188690185546875,,24.188690185546875
0,17,21.692916870117188,,21.692916870117188
0,18,20.906919479370117,,20.906919479370117
0,19,20.53287124633789,,20.53287124633789
0,20,19.55481719970703,,19.55481719970703
0,21,18.018875122070312,,18.018875122070312
0,22,17.965124130249023,,17.965124130249023
0,23,16.065750122070312,,16.065750122070312
0,24,16.940563201904297,,16.940563201904297
0,25,20.909326553344727,,20.909326553344727
0,26,15.751279830932617,,15.751279830932617
0,27,16.751502990722656,,16.751502990722656
0,28,15.261903762817383,,15.261903762817383
0,29,16.375198364257812,,16.375198364257812
0,30,14.526444435119629,,14.526444435119629
0,31,15.319799423217773,,15.319799423217773
0,32,15.410253524780273,,15.410253524780273
0,33,13.61072826385498,,13.61072826385498
0,34,15.619044303894043,,15.619044303894043
0,35,13.497664451599121,,13.497664451599121
0,36,12.960892677307129,,12.960892677307129
0,37,13.87279987335205,,13.87279987335205
0,38,13.377339363098145,,13.377339363098145
0,39,14.037528991699219,,14.037528991699219
0,40,13.301037788391113,,13.301037788391113
0,41,12.364045143127441,,12.364045143127441
0,42,11.978155136108398,,11.978155136108398
0,43,12.22140121459961,,12.22140121459961
0,44,13.1459379196167,,13.1459379196167
0,45,11.864501953125,,11.864501953125
0,46,14.775093078613281,,14.775093078613281
0,47,11.25380802154541,,11.25380802154541
0,48,10.955998420715332,,10.955998420715332
0,49,11.188552856445312,,11.188552856445312
0,50,11.003277778625488,,11.003277778625488
0,51,11.376285552978516,,11.376285552978516
0,52,10.786526679992676,,10.786526679992676
