Epoch,Step,Data Loss,,Loss
0,9,29.407493591308594,,29.407493591308594
0,19,20.845739364624023,,20.845739364624023
0,29,15.761094093322754,,15.761094093322754
0,39,13.783105850219727,,13.783105850219727
0,49,11.64551067352295,,11.64551067352295
0,59,10.41297435760498,,10.41297435760498
0,69,8.711267471313477,,8.711267471313477
0,79,7.555495738983154,,7.555495738983154
0,89,6.127140998840332,,6.127140998840332
0,99,6.024165153503418,,6.024165153503418
0,109,4.681793689727783,,4.681793689727783
0,119,3.621241569519043,,3.621241569519043
0,129,2.9228334426879883,,2.9228334426879883
0,139,2.441628932952881,,2.441628932952881
0,149,2.1140942573547363,,2.1140942573547363
0,159,2.0048067569732666,,2.0048067569732666
0,169,2.2823078632354736,,2.2823078632354736
0,179,1.301510214805603,,1.301510214805603
0,189,1.2940001487731934,,1.2940001487731934
0,199,0.8002547025680542,,0.8002547025680542
0,209,0.6433438658714294,,0.6433438658714294
0,219,0.8789006471633911,,0.8789006471633911
0,229,0.4155188500881195,,0.4155188500881195
0,239,0.5239192247390747,,0.5239192247390747
0,249,0.5040395855903625,,0.5040395855903625
0,259,0.2776826024055481,,0.2776826024055481
0,269,0.3226882219314575,,0.3226882219314575
0,279,0.26894769072532654,,0.26894769072532654
0,289,0.2722160220146179,,0.2722160220146179
0,299,0.5566768050193787,,0.5566768050193787
0,309,0.8816099762916565,,0.8816099762916565
0,319,0.1802419126033783,,0.1802419126033783
0,329,0.17665649950504303,,0.17665649950504303
0,339,0.21235623955726624,,0.21235623955726624
0,349,0.21847109496593475,,0.21847109496593475
0,359,0.2913019359111786,,0.2913019359111786
0,369,0.2464868724346161,,0.2464868724346161
0,379,0.19221800565719604,,0.19221800565719604
0,389,0.13048908114433289,,0.13048908114433289
0,399,0.2588846683502197,,0.2588846683502197
0,409,0.29441124200820923,,0.29441124200820923
0,419,1.6965603828430176,,1.6965603828430176
0,429,0.7407033443450928,,0.7407033443450928
0,439,3.067023277282715,,3.067023277282715
0,449,0.5474317073822021,,0.5474317073822021
0,459,0.30000048875808716,,0.30000048875808716
0,469,0.374490886926651,,0.374490886926651
0,479,0.26059848070144653,,0.26059848070144653
0,489,0.16368773579597473,,0.16368773579597473
0,499,1.7782602310180664,,1.7782602310180664
0,509,0.19241218268871307,,0.19241218268871307
0,519,0.12285116314888,,0.12285116314888
0,529,0.11890727281570435,,0.11890727281570435
0,539,0.13644708693027496,,0.13644708693027496
0,549,0.21810908615589142,,0.21810908615589142
0,559,0.3230257034301758,,0.3230257034301758
0,569,0.12023437768220901,,0.12023437768220901
0,579,0.18375463783740997,,0.18375463783740997
0,589,0.15649740397930145,,0.15649740397930145
0,599,0.10739263892173767,,0.10739263892173767
0,609,0.5550647974014282,,0.5550647974014282
0,619,0.11233745515346527,,0.11233745515346527
0,629,0.27262213826179504,,0.27262213826179504
0,639,0.2338418960571289,,0.2338418960571289
0,649,0.13014361262321472,,0.13014361262321472
0,659,0.13966885209083557,,0.13966885209083557
0,669,0.23806971311569214,,0.23806971311569214
0,679,0.19615550339221954,,0.19615550339221954
0,689,1.0067452192306519,,1.0067452192306519
0,699,0.1207970678806305,,0.1207970678806305
0,709,0.10734760761260986,,0.10734760761260986
0,719,5.335755348205566,,5.335755348205566
0,729,0.1744515299797058,,0.1744515299797058
0,739,0.11416235566139221,,0.11416235566139221
0,749,0.09666180610656738,,0.09666180610656738
0,759,0.27841299772262573,,0.27841299772262573
0,769,0.14243847131729126,,0.14243847131729126
0,779,0.08347123861312866,,0.08347123861312866
0,789,0.13670103251934052,,0.13670103251934052
0,799,1.7032054662704468,,1.7032054662704468
0,809,0.2018793523311615,,0.2018793523311615
0,819,0.11711110919713974,,0.11711110919713974
0,829,0.12314631789922714,,0.12314631789922714
0,839,0.11782912909984589,,0.11782912909984589
0,849,0.5500233173370361,,0.5500233173370361
0,859,0.17625530064105988,,0.17625530064105988
0,869,0.09663920104503632,,0.09663920104503632
0,879,0.13480186462402344,,0.13480186462402344
0,889,0.09628602117300034,,0.09628602117300034
0,899,0.406339168548584,,0.406339168548584
0,909,0.11725105345249176,,0.11725105345249176
0,919,0.0799197256565094,,0.0799197256565094
0,929,0.1043691337108612,,0.1043691337108612
0,939,0.19265338778495789,,0.19265338778495789
0,949,0.07939358055591583,,0.07939358055591583
0,959,0.4837247133255005,,0.4837247133255005
1,9,0.2798857092857361,,0.2798857092857361
1,19,0.0947813093662262,,0.0947813093662262
1,29,0.11999940127134323,,0.11999940127134323
1,39,0.16657127439975739,,0.16657127439975739
1,49,0.11344648897647858,,0.11344648897647858
1,59,0.14930309355258942,,0.14930309355258942
1,69,0.06698431819677353,,0.06698431819677353
1,79,0.060440272092819214,,0.060440272092819214
1,89,0.06821972876787186,,0.06821972876787186
1,99,0.21732811629772186,,0.21732811629772186
1,109,0.06864748895168304,,0.06864748895168304
1,119,0.07448311150074005,,0.07448311150074005
1,129,0.07980763167142868,,0.07980763167142868
1,139,0.1384585052728653,,0.1384585052728653
1,149,0.7724708318710327,,0.7724708318710327
1,159,0.8207932710647583,,0.8207932710647583
1,169,0.9043968915939331,,0.9043968915939331
1,179,0.42603713274002075,,0.42603713274002075
1,189,0.25112125277519226,,0.25112125277519226
1,199,0.27009686827659607,,0.27009686827659607
1,209,0.10360264033079147,,0.10360264033079147
1,219,0.07327333837747574,,0.07327333837747574
1,229,0.14979341626167297,,0.14979341626167297
1,239,0.050795264542102814,,0.050795264542102814
1,249,0.06890201568603516,,0.06890201568603516
1,259,0.0988648384809494,,0.0988648384809494
1,269,0.13231287896633148,,0.13231287896633148
1,279,0.07046592980623245,,0.07046592980623245
1,289,0.0650576800107956,,0.0650576800107956
1,299,1.588392972946167,,1.588392972946167
1,309,0.6739698052406311,,0.6739698052406311
1,319,0.07435479760169983,,0.07435479760169983
1,329,0.13628263771533966,,0.13628263771533966
1,339,28.45965003967285,,28.45965003967285
1,349,0.24286147952079773,,0.24286147952079773
1,359,0.08148108422756195,,0.08148108422756195
1,369,0.09211868047714233,,0.09211868047714233
1,379,0.1547299474477768,,0.1547299474477768
1,389,0.14566558599472046,,0.14566558599472046
1,399,0.3561370074748993,,0.3561370074748993
1,409,0.12449725717306137,,0.12449725717306137
1,419,0.11070746183395386,,0.11070746183395386
1,429,0.1836366057395935,,0.1836366057395935
1,439,0.1584545522928238,,0.1584545522928238
1,449,0.0585746243596077,,0.0585746243596077
1,459,0.06504465639591217,,0.06504465639591217
